pID,condition,task,interaction,trial,attempt,dataset,category,videos,selectedVideos,correctVideos,difference1,difference2,loadTime,elapsedTime,totalCorrect,falseNegatives,falsePositives,incompleteTrial
15,5,1,overlays,0,14,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,74321,0,1,1,false
15,5,1,overlays,0,15,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,75828,0,1,1,false
15,5,1,overlays,0,16,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,76616,0,1,1,false
15,5,1,overlays,0,17,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,77313,0,1,1,false
15,5,1,overlays,0,18,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,81915,0,1,1,false
15,5,1,overlays,0,19,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,83423,0,1,1,false
15,5,1,overlays,0,20,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,84333,0,1,1,false
15,5,1,overlays,0,21,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,85109,0,1,1,false
15,5,1,overlays,0,22,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,86010,0,1,1,false
15,5,1,overlays,0,23,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,91625,0,1,1,false
15,5,1,overlays,0,24,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,93649,0,1,1,false
15,5,1,overlays,0,25,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,95223,0,1,1,false
15,5,1,overlays,0,26,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,96956,0,1,1,false
15,5,1,overlays,0,27,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,98261,0,1,1,false
15,5,1,overlays,0,28,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,99679,0,1,1,false
15,5,1,overlays,0,29,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,101232,0,1,1,false
15,5,1,overlays,0,30,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,102705,0,1,1,false
15,5,1,overlays,0,31,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,104438,0,1,1,false
15,5,1,overlays,0,32,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,168316,0,1,1,false
15,5,1,overlays,0,33,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,170072,0,1,1,false
15,5,1,overlays,0,34,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,171231,0,1,1,false
15,5,1,overlays,0,35,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,172289,0,1,1,false
15,5,1,overlays,0,36,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,174155,0,1,1,false
15,5,1,overlays,0,37,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,175010,0,1,1,false
15,5,1,overlays,0,38,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7697,208333,0,1,1,true
15,5,1,overlays,1,1,lemnatec,sunflower,sunflower8-144;sunflower5-216;sunflower9-144;sunflower4-216;sunflower7-144;sunflower6-216;sunflower8-0;sunflower4-144;sunflower4-0;,sunflower4-216;,sunflower6-216;,0.0021999999999999797,-1,8934,230018,0,1,1,true
15,5,1,overlays,2,1,lemnatec,sunflower,sunflower19-0;sunflower20-0;sunflower3-144;sunflower3-216;sunflower19-216;sunflower20-216;sunflower16-0;sunflower3-0;sunflower20-144;,sunflower20-216;,sunflower20-144;,0.0007000000000000339,-1,7834,6407,0,1,1,false
15,5,1,overlays,2,2,lemnatec,sunflower,sunflower19-0;sunflower20-0;sunflower3-144;sunflower3-216;sunflower19-216;sunflower20-216;sunflower16-0;sunflower3-0;sunflower20-144;,sunflower20-216;,sunflower20-144;,0.0007000000000000339,-1,7834,8229,0,1,1,false
15,5,1,overlays,2,3,lemnatec,sunflower,sunflower19-0;sunflower20-0;sunflower3-144;sunflower3-216;sunflower19-216;sunflower20-216;sunflower16-0;sunflower3-0;sunflower20-144;,sunflower20-216;,sunflower20-144;,0.0007000000000000339,-1,7834,11682,0,1,1,false
15,5,1,overlays,2,4,lemnatec,sunflower,sunflower19-0;sunflower20-0;sunflower3-144;sunflower3-216;sunflower19-216;sunflower20-216;sunflower16-0;sunflower3-0;sunflower20-144;,sunflower20-144;,sunflower20-144;,0,-1,7834,13111,1,0,0,false
18,1,1,overlays,0,1,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-9;,sunflower0-9;,0,-1,4331,118268,1,0,0,false
18,1,1,overlays,1,1,lemnatec,sunflower,sunflower16-0;sunflower19-0;sunflower16-144;sunflower20-144;sunflower19-144;sunflower20-0;sunflower3-144;sunflower3-0;sunflower19-216;,sunflower20-144;,sunflower20-144;,0,-1,5148,83372,1,0,0,false
18,1,1,overlays,2,1,lemnatec,sunflower,sunflower8-0;sunflower9-144;sunflower8-144;sunflower4-0;sunflower5-216;sunflower4-144;sunflower4-216;sunflower6-216;sunflower7-216;,sunflower6-216;,sunflower6-216;,0,-1,5484,99885,1,0,0,false
7,6,1,smallMultiples,0,1,lemnatec,sunflower,sunflower0-2;sunflower0-3;sunflower0-1;sunflower0-8;sunflower0-5;sunflower0-7;sunflower0-6;sunflower0-4;sunflower0-9;,sunflower0-9;,sunflower0-9;,0,-1,8471,38157,1,0,0,false
7,6,1,smallMultiples,1,1,lemnatec,sunflower,sunflower8-0;sunflower4-216;sunflower4-144;sunflower9-0;sunflower9-144;sunflower6-216;sunflower9-216;sunflower8-144;sunflower5-216;,sunflower6-216;,sunflower6-216;,0,-1,8376,242520,1,0,0,false
7,6,1,smallMultiples,2,1,lemnatec,sunflower,sunflower3-0;sunflower19-0;sunflower16-216;sunflower19-144;sunflower20-0;sunflower3-216;sunflower19-216;sunflower16-0;sunflower20-144;,sunflower16-216;,sunflower20-144;,0.0014000000000000123,-1,8609,138451,0,1,1,false
7,6,1,smallMultiples,2,2,lemnatec,sunflower,sunflower3-0;sunflower19-0;sunflower16-216;sunflower19-144;sunflower20-0;sunflower3-216;sunflower19-216;sunflower16-0;sunflower20-144;,sunflower3-216;,sunflower20-144;,0.018100000000000005,-1,8609,164659,0,1,1,false
7,6,1,smallMultiples,2,3,lemnatec,sunflower,sunflower3-0;sunflower19-0;sunflower16-216;sunflower19-144;sunflower20-0;sunflower3-216;sunflower19-216;sunflower16-0;sunflower20-144;,sunflower19-144;,sunflower20-144;,0.02040000000000003,-1,8609,206183,0,1,1,true
18,1,1,shadowMarkers,0,1,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-9;,sunflower0-9;,0,-1,5429,55534,1,0,0,false
18,1,1,shadowMarkers,1,1,lemnatec,sunflower,sunflower16-144;sunflower16-0;sunflower19-0;sunflower19-144;sunflower3-0;sunflower16-216;sunflower3-144;sunflower3-216;sunflower19-216;,sunflower16-144;,sunflower16-216;,0.0009000000000000119,-1,4776,44166,0,1,1,false
18,1,1,shadowMarkers,1,2,lemnatec,sunflower,sunflower16-144;sunflower16-0;sunflower19-0;sunflower19-144;sunflower3-0;sunflower16-216;sunflower3-144;sunflower3-216;sunflower19-216;,sunflower16-216;,sunflower16-216;,0,-1,4776,81215,1,0,0,false
18,1,1,shadowMarkers,2,1,lemnatec,sunflower,sunflower4-144;sunflower9-144;sunflower8-144;sunflower6-0;sunflower4-216;sunflower4-0;sunflower8-0;sunflower7-144;sunflower6-216;,sunflower4-144;,sunflower6-216;,0.0030000000000000027,-1,5213,42447,0,1,1,false
18,1,1,shadowMarkers,2,2,lemnatec,sunflower,sunflower4-144;sunflower9-144;sunflower8-144;sunflower6-0;sunflower4-216;sunflower4-0;sunflower8-0;sunflower7-144;sunflower6-216;,sunflower6-216;,sunflower6-216;,0,-1,5213,46288,1,0,0,false
16,3,1,smallMultiples,0,1,lemnatec,sunflower,sunflower0-2;sunflower0-3;sunflower0-1;sunflower0-8;sunflower0-5;sunflower0-7;sunflower0-6;sunflower0-4;sunflower0-9;,sunflower0-3;,sunflower0-9;,0.015900000000000025,-1,83875,72075,0,1,1,false
16,3,1,smallMultiples,0,2,lemnatec,sunflower,sunflower0-2;sunflower0-3;sunflower0-1;sunflower0-8;sunflower0-5;sunflower0-7;sunflower0-6;sunflower0-4;sunflower0-9;,sunflower0-9;,sunflower0-9;,0,-1,83875,118340,1,0,0,false
16,3,1,smallMultiples,1,1,lemnatec,sunflower,sunflower4-144;sunflower7-144;sunflower9-216;sunflower6-216;sunflower8-144;sunflower9-0;sunflower7-216;sunflower5-216;sunflower4-216;,sunflower7-144;,sunflower6-216;,0.011199999999999988,-1,97288,80176,0,1,1,false
16,3,1,smallMultiples,1,2,lemnatec,sunflower,sunflower4-144;sunflower7-144;sunflower9-216;sunflower6-216;sunflower8-144;sunflower9-0;sunflower7-216;sunflower5-216;sunflower4-216;,sunflower7-216;,sunflower6-216;,0.008900000000000019,-1,97288,87075,0,1,1,false
16,3,1,smallMultiples,1,3,lemnatec,sunflower,sunflower4-144;sunflower7-144;sunflower9-216;sunflower6-216;sunflower8-144;sunflower9-0;sunflower7-216;sunflower5-216;sunflower4-216;,sunflower8-144;,sunflower6-216;,0.007800000000000029,-1,97288,93587,0,1,1,false
16,3,1,smallMultiples,1,4,lemnatec,sunflower,sunflower4-144;sunflower7-144;sunflower9-216;sunflower6-216;sunflower8-144;sunflower9-0;sunflower7-216;sunflower5-216;sunflower4-216;,sunflower5-216;,sunflower6-216;,0.0126,-1,97288,100003,0,1,1,false
16,3,1,smallMultiples,1,5,lemnatec,sunflower,sunflower4-144;sunflower7-144;sunflower9-216;sunflower6-216;sunflower8-144;sunflower9-0;sunflower7-216;sunflower5-216;sunflower4-216;,sunflower9-0;,sunflower6-216;,0.012400000000000022,-1,97288,120804,0,1,1,false
16,3,1,smallMultiples,1,6,lemnatec,sunflower,sunflower4-144;sunflower7-144;sunflower9-216;sunflower6-216;sunflower8-144;sunflower9-0;sunflower7-216;sunflower5-216;sunflower4-216;,sunflower4-144;,sunflower6-216;,0.0030000000000000027,-1,97288,127978,0,1,1,false
16,3,1,smallMultiples,1,7,lemnatec,sunflower,sunflower4-144;sunflower7-144;sunflower9-216;sunflower6-216;sunflower8-144;sunflower9-0;sunflower7-216;sunflower5-216;sunflower4-216;,sunflower6-216;,sunflower6-216;,0,-1,97288,133330,1,0,0,false
16,3,1,smallMultiples,2,1,lemnatec,sunflower,sunflower19-216;sunflower3-0;sunflower16-0;sunflower3-144;sunflower20-216;sunflower19-144;sunflower3-216;sunflower20-144;sunflower20-0;,sunflower3-144;,sunflower20-144;,0.021600000000000008,-1,73435,32248,0,1,1,false
16,3,1,smallMultiples,2,2,lemnatec,sunflower,sunflower19-216;sunflower3-0;sunflower16-0;sunflower3-144;sunflower20-216;sunflower19-144;sunflower3-216;sunflower20-144;sunflower20-0;,sunflower20-216;,sunflower20-144;,0.0007000000000000339,-1,73435,37345,0,1,1,false
16,3,1,smallMultiples,2,3,lemnatec,sunflower,sunflower19-216;sunflower3-0;sunflower16-0;sunflower3-144;sunflower20-216;sunflower19-144;sunflower3-216;sunflower20-144;sunflower20-0;,sunflower20-144;,sunflower20-144;,0,-1,73435,43920,1,0,0,false
19,2,1,shadowMarkers,0,1,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,7075,135955,0,1,1,false
19,2,1,shadowMarkers,0,2,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-5;,sunflower0-9;,0.013600000000000001,-1,7075,175610,0,1,1,false
19,2,1,shadowMarkers,0,3,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-6;,sunflower0-9;,0.02100000000000002,-1,7075,180350,0,1,1,true
19,2,1,shadowMarkers,1,1,lemnatec,sunflower,sunflower4-216;sunflower8-0;sunflower5-216;sunflower6-216;sunflower9-144;sunflower8-144;sunflower4-0;sunflower4-144;sunflower9-0;,sunflower6-216;,sunflower6-216;,0,-1,6392,88743,1,0,0,false
19,2,1,shadowMarkers,2,1,lemnatec,sunflower,sunflower19-216;sunflower16-144;sunflower3-0;sunflower3-216;sunflower16-0;sunflower19-144;sunflower19-0;sunflower20-216;sunflower3-144;,sunflower20-216;,sunflower20-216;,0,-1,6280,56002,1,0,0,false
21,4,1,overlays,0,1,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-5;,sunflower0-9;,0.013600000000000001,-1,11661,282909,0,1,1,true
21,4,1,overlays,1,1,lemnatec,sunflower,sunflower4-144;sunflower8-0;sunflower9-0;sunflower7-216;sunflower6-216;sunflower9-144;sunflower5-216;sunflower7-144;sunflower4-216;,sunflower5-216;,sunflower6-216;,0.0126,-1,11097,80814,0,1,1,false
21,4,1,overlays,1,2,lemnatec,sunflower,sunflower4-144;sunflower8-0;sunflower9-0;sunflower7-216;sunflower6-216;sunflower9-144;sunflower5-216;sunflower7-144;sunflower4-216;,sunflower9-144;,sunflower6-216;,0.0121,-1,11097,88826,0,1,1,false
21,4,1,overlays,1,3,lemnatec,sunflower,sunflower4-144;sunflower8-0;sunflower9-0;sunflower7-216;sunflower6-216;sunflower9-144;sunflower5-216;sunflower7-144;sunflower4-216;,sunflower6-216;,sunflower6-216;,0,-1,11097,94169,1,0,0,false
21,4,1,overlays,2,1,lemnatec,sunflower,sunflower16-0;sunflower19-216;sunflower3-0;sunflower20-0;sunflower19-144;sunflower19-0;sunflower16-216;sunflower16-144;sunflower3-144;,sunflower16-0;,sunflower16-216;,0.019600000000000006,-1,11901,27451,0,1,1,false
21,4,1,overlays,2,2,lemnatec,sunflower,sunflower16-0;sunflower19-216;sunflower3-0;sunflower20-0;sunflower19-144;sunflower19-0;sunflower16-216;sunflower16-144;sunflower3-144;,sunflower19-144;,sunflower16-216;,0.019000000000000017,-1,11901,30555,0,1,1,false
21,4,1,overlays,2,3,lemnatec,sunflower,sunflower16-0;sunflower19-216;sunflower3-0;sunflower20-0;sunflower19-144;sunflower19-0;sunflower16-216;sunflower16-144;sunflower3-144;,sunflower16-216;,sunflower16-216;,0,-1,11901,38099,1,0,0,false
21,4,1,shadowMarkers,0,1,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-5;,sunflower0-9;,0.013600000000000001,-1,14099,25942,0,1,1,false
21,4,1,shadowMarkers,0,2,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-4;,sunflower0-9;,0.020100000000000007,-1,14099,29294,0,1,1,false
21,4,1,shadowMarkers,0,3,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-7;,sunflower0-9;,0.017600000000000005,-1,14099,33086,0,1,1,false
21,4,1,shadowMarkers,0,4,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-6;,sunflower0-9;,0.02100000000000002,-1,14099,37558,0,1,1,false
21,4,1,shadowMarkers,0,5,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-9;,sunflower0-9;,0,-1,14099,40567,1,0,0,false
21,4,1,shadowMarkers,1,1,lemnatec,sunflower,sunflower19-144;sunflower16-0;sunflower3-216;sunflower20-216;sunflower3-0;sunflower20-0;sunflower16-144;sunflower19-0;sunflower19-216;,sunflower19-144;,sunflower20-216;,0.019699999999999995,-1,14831,7354,0,1,1,false
21,4,1,shadowMarkers,1,2,lemnatec,sunflower,sunflower19-144;sunflower16-0;sunflower3-216;sunflower20-216;sunflower3-0;sunflower20-0;sunflower16-144;sunflower19-0;sunflower19-216;,sunflower3-0;,sunflower20-216;,0.019699999999999995,-1,14831,10735,0,1,1,false
21,4,1,shadowMarkers,1,3,lemnatec,sunflower,sunflower19-144;sunflower16-0;sunflower3-216;sunflower20-216;sunflower3-0;sunflower20-0;sunflower16-144;sunflower19-0;sunflower19-216;,sunflower19-216;,sunflower20-216;,0.01419999999999999,-1,14831,13747,0,1,1,false
21,4,1,shadowMarkers,1,4,lemnatec,sunflower,sunflower19-144;sunflower16-0;sunflower3-216;sunflower20-216;sunflower3-0;sunflower20-0;sunflower16-144;sunflower19-0;sunflower19-216;,sunflower16-0;,sunflower20-216;,0.020299999999999985,-1,14831,16521,0,1,1,false
21,4,1,shadowMarkers,1,5,lemnatec,sunflower,sunflower19-144;sunflower16-0;sunflower3-216;sunflower20-216;sunflower3-0;sunflower20-0;sunflower16-144;sunflower19-0;sunflower19-216;,sunflower3-216;,sunflower20-216;,0.01739999999999997,-1,14831,20066,0,1,1,false
21,4,1,shadowMarkers,1,6,lemnatec,sunflower,sunflower19-144;sunflower16-0;sunflower3-216;sunflower20-216;sunflower3-0;sunflower20-0;sunflower16-144;sunflower19-0;sunflower19-216;,sunflower20-216;,sunflower20-216;,0,-1,14831,24058,1,0,0,false
21,4,1,shadowMarkers,2,1,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower8-0;,sunflower6-216;,0.009700000000000042,-1,12022,3327,0,1,1,false
21,4,1,shadowMarkers,2,2,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower4-216;,sunflower6-216;,0.0021999999999999797,-1,12022,6286,0,1,1,false
21,4,1,shadowMarkers,2,3,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower5-216;,sunflower6-216;,0.0126,-1,12022,10343,0,1,1,false
21,4,1,shadowMarkers,2,4,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower7-216;,sunflower6-216;,0.008900000000000019,-1,12022,13542,0,1,1,false
21,4,1,shadowMarkers,2,5,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower4-144;,sunflower6-216;,0.0030000000000000027,-1,12022,16775,0,1,1,false
21,4,1,shadowMarkers,2,6,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower9-0;,sunflower6-216;,0.012400000000000022,-1,12022,20726,0,1,1,false
21,4,1,shadowMarkers,2,7,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower5-0;,sunflower6-216;,0.012300000000000033,-1,12022,23566,0,1,1,false
21,4,1,shadowMarkers,2,8,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower8-0;,sunflower6-216;,0.009700000000000042,-1,12022,27149,0,1,1,false
21,4,1,shadowMarkers,2,9,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower9-144;,sunflower6-216;,0.0121,-1,12022,32645,0,1,1,false
21,4,1,shadowMarkers,2,10,lemnatec,sunflower,sunflower7-216;sunflower4-144;sunflower9-0;sunflower5-216;sunflower8-0;sunflower5-0;sunflower4-216;sunflower6-216;sunflower9-144;,sunflower6-216;,sunflower6-216;,0,-1,12022,35904,1,0,0,false
23,4,1,overlays,0,1,lemnatec,sunflower,sunflower0-1;sunflower0-2;sunflower0-9;sunflower0-6;sunflower0-7;sunflower0-8;sunflower0-4;sunflower0-5;sunflower0-3;,sunflower0-9;,sunflower0-9;,0,-1,6792,93941,1,0,0,false
23,4,1,overlays,1,1,lemnatec,sunflower,sunflower16-144;sunflower19-216;sunflower16-0;sunflower3-144;sunflower16-216;sunflower20-0;sunflower19-0;sunflower3-216;sunflower19-144;,sunflower16-216;,sunflower16-216;,0,-1,5238,53629,1,0,0,false
23,4,1,overlays,2,1,lemnatec,sunflower,sunflower9-144;sunflower8-144;sunflower7-144;sunflower4-216;sunflower9-216;sunflower7-216;sunflower6-216;sunflower4-144;sunflower9-0;,sunflower6-216;,sunflower6-216;,0,-1,5198,49110,1,0,0,false
23,4,1,overlays,2,1,lemnatec,sunflower,sunflower9-144;sunflower8-144;sunflower7-144;sunflower4-216;sunflower9-216;sunflower7-216;sunflower6-216;sunflower4-144;sunflower9-0;,sunflower6-216;,sunflower6-216;,0,-1,5198,56080,1,0,0,false
23,4,1,overlays,2,1,lemnatec,sunflower,sunflower9-144;sunflower8-144;sunflower7-144;sunflower4-216;sunflower9-216;sunflower7-216;sunflower6-216;sunflower4-144;sunflower9-0;,sunflower6-216;,sunflower6-216;,0,-1,5198,60252,1,0,0,false
22,5,1,shadowMarkers,0,1,lemnatec,sunflower,sunflower0-6;sunflower0-9;sunflower0-3;sunflower0-2;sunflower0-4;sunflower0-1;sunflower0-7;sunflower0-8;sunflower0-5;,sunflower0-1;,sunflower0-9;,0.0041999999999999815,-1,11013,452313,0,1,1,true
22,5,1,shadowMarkers,1,1,lemnatec,sunflower,sunflower19-216;sunflower3-0;sunflower19-0;sunflower3-144;sunflower20-216;sunflower16-0;sunflower16-144;sunflower19-144;sunflower3-216;,sunflower20-216;,sunflower20-216;,0,-1,9964,46634,1,0,0,false
22,5,1,shadowMarkers,2,1,lemnatec,sunflower,sunflower9-216;sunflower6-0;sunflower7-216;sunflower8-0;sunflower9-144;sunflower4-216;sunflower6-216;sunflower9-0;sunflower4-144;,sunflower7-216;,sunflower6-216;,0.008900000000000019,-1,13850,35030,0,1,1,false
22,5,1,shadowMarkers,2,2,lemnatec,sunflower,sunflower9-216;sunflower6-0;sunflower7-216;sunflower8-0;sunflower9-144;sunflower4-216;sunflower6-216;sunflower9-0;sunflower4-144;,sunflower8-0;,sunflower6-216;,0.009700000000000042,-1,13850,145854,0,1,1,false
