pID,condition,task,interaction,trial,attempt,dataset,category,videos,loadTime,elapsedTime,totalCorrect,falseNegatives,falsePositives,incompleteTrial
24,3,4,overlays,2,10,scatterplots,scatterplots,scatterplot-44;scatterplot-42;scatterplot-17;scatterplot-54;scatterplot-94;scatterplot-64;scatterplot-3;scatterplot-36;scatterplot-58;,2165,132240,1,0,0,FALSE
34,2,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1112,61111,0,1,1,FALSE
34,2,4,shadowMarkers,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1112,66870,0,1,1,FALSE
34,2,4,shadowMarkers,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1112,70750,1,0,0,FALSE
34,2,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-72;scatterplot-89;scatterplot-47;scatterplot-97;scatterplot-82;scatterplot-38;scatterplot-22;scatterplot-75;scatterplot-40;,1160,14230,1,0,0,FALSE
34,2,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;,1154,10654,0,1,1,FALSE
34,2,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;,1154,13214,0,1,1,FALSE
34,2,4,shadowMarkers,2,3,scatterplots,scatterplots,scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;,1154,34758,0,1,1,FALSE
34,2,4,shadowMarkers,2,4,scatterplots,scatterplots,scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;,1154,45870,1,0,0,FALSE
25,3,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2059,120038,1,0,0,FALSE
25,3,4,overlays,1,1,scatterplots,scatterplots,scatterplot-56;scatterplot-78;scatterplot-12;scatterplot-33;scatterplot-45;scatterplot-79;scatterplot-64;scatterplot-38;scatterplot-95;,2541,77455,0,1,1,FALSE
25,3,4,overlays,1,2,scatterplots,scatterplots,scatterplot-56;scatterplot-78;scatterplot-12;scatterplot-33;scatterplot-45;scatterplot-79;scatterplot-64;scatterplot-38;scatterplot-95;,2541,86025,0,1,1,FALSE
25,3,4,overlays,1,3,scatterplots,scatterplots,scatterplot-56;scatterplot-78;scatterplot-12;scatterplot-33;scatterplot-45;scatterplot-79;scatterplot-64;scatterplot-38;scatterplot-95;,2541,112077,1,0,0,FALSE
25,3,4,overlays,2,1,scatterplots,scatterplots,scatterplot-61;scatterplot-92;scatterplot-39;scatterplot-40;scatterplot-22;scatterplot-75;scatterplot-5;scatterplot-58;scatterplot-23;,2715,30569,0,1,1,FALSE
25,3,4,overlays,2,2,scatterplots,scatterplots,scatterplot-61;scatterplot-92;scatterplot-39;scatterplot-40;scatterplot-22;scatterplot-75;scatterplot-5;scatterplot-58;scatterplot-23;,2715,45155,0,1,1,FALSE
25,3,4,overlays,2,3,scatterplots,scatterplots,scatterplot-61;scatterplot-92;scatterplot-39;scatterplot-40;scatterplot-22;scatterplot-75;scatterplot-5;scatterplot-58;scatterplot-23;,2715,56245,1,0,0,FALSE
15,2,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3869,69193,1,0,0,FALSE
15,2,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-35;scatterplot-81;scatterplot-38;scatterplot-9;scatterplot-94;scatterplot-92;scatterplot-29;scatterplot-20;scatterplot-25;,4011,51585,1,0,0,FALSE
15,2,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-23;scatterplot-60;scatterplot-83;scatterplot-56;scatterplot-41;scatterplot-24;scatterplot-25;scatterplot-0;scatterplot-58;,3717,43998,0,1,1,FALSE
15,2,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-23;scatterplot-60;scatterplot-83;scatterplot-56;scatterplot-41;scatterplot-24;scatterplot-25;scatterplot-0;scatterplot-58;,3717,91776,0,1,1,FALSE
15,2,4,shadowMarkers,2,3,scatterplots,scatterplots,scatterplot-23;scatterplot-60;scatterplot-83;scatterplot-56;scatterplot-41;scatterplot-24;scatterplot-25;scatterplot-0;scatterplot-58;,3717,118282,0,1,1,FALSE
15,2,4,shadowMarkers,2,4,scatterplots,scatterplots,scatterplot-23;scatterplot-60;scatterplot-83;scatterplot-56;scatterplot-41;scatterplot-24;scatterplot-25;scatterplot-0;scatterplot-58;,3717,163569,0,1,1,FALSE
15,2,4,shadowMarkers,2,5,scatterplots,scatterplots,scatterplot-23;scatterplot-60;scatterplot-83;scatterplot-56;scatterplot-41;scatterplot-24;scatterplot-25;scatterplot-0;scatterplot-58;,3717,177380,0,1,1,FALSE
15,2,4,shadowMarkers,2,6,scatterplots,scatterplots,scatterplot-23;scatterplot-60;scatterplot-83;scatterplot-56;scatterplot-41;scatterplot-24;scatterplot-25;scatterplot-0;scatterplot-58;,3717,200114,1,0,0,FALSE
27,5,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1976,49405,1,0,0,FALSE
27,5,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;,2041,30404,0,1,1,FALSE
27,5,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;,2041,46826,0,1,1,FALSE
27,5,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;,2041,59374,0,1,1,FALSE
27,5,4,smallMultiples,1,4,scatterplots,scatterplots,scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;,2041,69497,1,0,0,FALSE
27,5,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-29;scatterplot-90;scatterplot-87;scatterplot-65;scatterplot-89;scatterplot-17;scatterplot-4;scatterplot-45;scatterplot-28;,2149,14124,1,0,0,FALSE
37,5,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1327,24018,1,0,0,FALSE
37,5,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;,1290,45387,0,1,1,FALSE
37,5,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;,1290,58590,0,1,1,FALSE
37,5,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;,1290,71771,0,1,1,FALSE
37,5,4,smallMultiples,1,4,scatterplots,scatterplots,scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;,1290,80002,1,0,0,FALSE
37,5,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-24;scatterplot-64;scatterplot-10;scatterplot-68;scatterplot-78;scatterplot-20;scatterplot-39;scatterplot-84;scatterplot-57;,1806,14223,1,0,0,FALSE
24,3,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3092,44636,1,0,0,FALSE
24,3,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-69;scatterplot-56;scatterplot-58;scatterplot-18;scatterplot-90;scatterplot-4;scatterplot-6;scatterplot-85;scatterplot-28;,2591,15316,1,0,0,FALSE
24,3,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-79;scatterplot-75;scatterplot-65;scatterplot-85;scatterplot-4;scatterplot-95;scatterplot-81;scatterplot-37;scatterplot-33;,2348,8850,1,0,0,FALSE
41,5,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,4393,114289,1,0,0,FALSE
41,5,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;,5004,35686,0,1,1,FALSE
41,5,4,shadowMarkers,1,2,scatterplots,scatterplots,scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;,5004,45166,0,1,1,FALSE
41,5,4,shadowMarkers,1,3,scatterplots,scatterplots,scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;,5004,61534,0,1,1,FALSE
41,5,4,shadowMarkers,1,4,scatterplots,scatterplots,scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;,5004,69958,1,0,0,FALSE
41,5,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-81;scatterplot-90;scatterplot-26;scatterplot-33;scatterplot-88;scatterplot-69;scatterplot-97;scatterplot-19;scatterplot-24;,5079,6786,0,1,1,FALSE
41,5,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-81;scatterplot-90;scatterplot-26;scatterplot-33;scatterplot-88;scatterplot-69;scatterplot-97;scatterplot-19;scatterplot-24;,5079,13722,0,1,1,FALSE
41,5,4,shadowMarkers,2,3,scatterplots,scatterplots,scatterplot-81;scatterplot-90;scatterplot-26;scatterplot-33;scatterplot-88;scatterplot-69;scatterplot-97;scatterplot-19;scatterplot-24;,5079,21258,1,0,0,FALSE
29,4,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,8077,55455,0,1,1,FALSE
29,4,4,shadowMarkers,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,8077,99060,0,1,1,FALSE
29,4,4,shadowMarkers,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,8077,105688,0,1,1,FALSE
29,4,4,shadowMarkers,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,8077,113281,0,1,1,FALSE
29,4,4,shadowMarkers,0,5,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,8077,118668,0,1,1,FALSE
29,4,4,shadowMarkers,0,6,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,8077,122783,1,0,0,FALSE
29,4,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-82;scatterplot-68;scatterplot-44;scatterplot-8;scatterplot-78;scatterplot-38;scatterplot-56;scatterplot-4;scatterplot-33;,6754,76514,1,0,0,FALSE
29,4,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-47;scatterplot-77;scatterplot-56;scatterplot-27;scatterplot-26;scatterplot-44;scatterplot-48;scatterplot-13;scatterplot-33;,6766,31964,1,0,0,FALSE
16,1,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,6369,125088,1,0,0,FALSE
16,1,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-56;scatterplot-39;scatterplot-58;scatterplot-68;scatterplot-4;scatterplot-51;scatterplot-27;scatterplot-54;scatterplot-95;,10447,51197,0,1,1,FALSE
16,1,4,shadowMarkers,1,2,scatterplots,scatterplots,scatterplot-56;scatterplot-39;scatterplot-58;scatterplot-68;scatterplot-4;scatterplot-51;scatterplot-27;scatterplot-54;scatterplot-95;,10447,89509,0,1,1,FALSE
16,1,4,shadowMarkers,1,3,scatterplots,scatterplots,scatterplot-56;scatterplot-39;scatterplot-58;scatterplot-68;scatterplot-4;scatterplot-51;scatterplot-27;scatterplot-54;scatterplot-95;,10447,103552,0,1,1,FALSE
16,1,4,shadowMarkers,1,4,scatterplots,scatterplots,scatterplot-56;scatterplot-39;scatterplot-58;scatterplot-68;scatterplot-4;scatterplot-51;scatterplot-27;scatterplot-54;scatterplot-95;,10447,149278,0,1,1,FALSE
16,1,4,shadowMarkers,1,5,scatterplots,scatterplots,scatterplot-56;scatterplot-39;scatterplot-58;scatterplot-68;scatterplot-4;scatterplot-51;scatterplot-27;scatterplot-54;scatterplot-95;,10447,181155,0,1,1,TRUE
16,1,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-56;scatterplot-26;scatterplot-95;scatterplot-68;scatterplot-58;scatterplot-4;scatterplot-61;scatterplot-41;scatterplot-59;,5948,22121,0,1,1,FALSE
16,1,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-56;scatterplot-26;scatterplot-95;scatterplot-68;scatterplot-58;scatterplot-4;scatterplot-61;scatterplot-41;scatterplot-59;,5948,32000,0,1,1,FALSE
16,1,4,shadowMarkers,2,3,scatterplots,scatterplots,scatterplot-56;scatterplot-26;scatterplot-95;scatterplot-68;scatterplot-58;scatterplot-4;scatterplot-61;scatterplot-41;scatterplot-59;,5948,46991,0,1,1,FALSE
16,1,4,shadowMarkers,2,4,scatterplots,scatterplots,scatterplot-56;scatterplot-26;scatterplot-95;scatterplot-68;scatterplot-58;scatterplot-4;scatterplot-61;scatterplot-41;scatterplot-59;,5948,56712,1,0,0,FALSE
41,5,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,4393,114289,1,0,0,FALSE
37,5,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1500,76788,1,0,0,FALSE
37,5,4,overlays,1,1,scatterplots,scatterplots,scatterplot-89;scatterplot-94;scatterplot-83;scatterplot-68;scatterplot-95;scatterplot-37;scatterplot-88;scatterplot-44;scatterplot-87;,1281,28137,1,0,0,FALSE
37,5,4,overlays,2,1,scatterplots,scatterplots,scatterplot-75;scatterplot-69;scatterplot-64;scatterplot-27;scatterplot-57;scatterplot-23;scatterplot-65;scatterplot-25;scatterplot-13;,1208,25406,1,0,0,FALSE
24,3,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3066,39594,1,0,0,FALSE
24,3,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-41;scatterplot-88;scatterplot-72;scatterplot-75;scatterplot-6;scatterplot-15;scatterplot-56;scatterplot-65;scatterplot-30;,2749,21262,1,0,0,FALSE
24,3,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-25;scatterplot-4;scatterplot-81;scatterplot-29;scatterplot-47;scatterplot-94;scatterplot-26;scatterplot-92;scatterplot-91;,2479,39224,1,0,0,FALSE
21,6,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,4180,104822,0,1,1,FALSE
21,6,4,overlays,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,4180,112776,0,1,1,FALSE
21,6,4,overlays,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,4180,116693,0,1,1,FALSE
21,6,4,overlays,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,4180,169616,0,1,1,FALSE
21,6,4,overlays,0,5,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,4180,265244,0,1,1,TRUE
21,6,4,overlays,1,1,scatterplots,scatterplots,scatterplot-41;scatterplot-22;scatterplot-56;scatterplot-97;scatterplot-81;scatterplot-33;scatterplot-88;scatterplot-38;scatterplot-94;,3435,40342,1,0,0,FALSE
21,6,4,overlays,2,1,scatterplots,scatterplots,scatterplot-30;scatterplot-44;scatterplot-24;scatterplot-94;scatterplot-95;scatterplot-47;scatterplot-68;scatterplot-76;scatterplot-41;,3498,27593,0,1,1,FALSE
21,6,4,overlays,2,2,scatterplots,scatterplots,scatterplot-30;scatterplot-44;scatterplot-24;scatterplot-94;scatterplot-95;scatterplot-47;scatterplot-68;scatterplot-76;scatterplot-41;,3498,84499,1,0,0,FALSE
27,5,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2095,85358,1,0,0,FALSE
27,5,4,overlays,1,1,scatterplots,scatterplots,scatterplot-87;scatterplot-26;scatterplot-10;scatterplot-95;scatterplot-33;scatterplot-5;scatterplot-29;scatterplot-72;scatterplot-39;,2136,33210,1,0,0,FALSE
27,5,4,overlays,2,1,scatterplots,scatterplots,scatterplot-26;scatterplot-12;scatterplot-30;scatterplot-88;scatterplot-78;scatterplot-10;scatterplot-65;scatterplot-35;scatterplot-70;,1989,24325,1,0,0,FALSE
34,2,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1099,49131,0,1,1,FALSE
34,2,4,overlays,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1099,70179,1,0,0,FALSE
34,2,4,overlays,1,1,scatterplots,scatterplots,scatterplot-44;scatterplot-22;scatterplot-48;scatterplot-26;scatterplot-41;scatterplot-97;scatterplot-47;scatterplot-21;scatterplot-19;,1184,22328,1,0,0,FALSE
34,2,4,overlays,2,1,scatterplots,scatterplots,scatterplot-38;scatterplot-72;scatterplot-79;scatterplot-1;scatterplot-94;scatterplot-48;scatterplot-81;scatterplot-22;scatterplot-31;,1156,22735,1,0,0,FALSE
29,4,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,7396,23810,1,0,0,FALSE
29,4,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-88;scatterplot-72;scatterplot-64;scatterplot-35;scatterplot-26;scatterplot-49;scatterplot-68;scatterplot-19;scatterplot-17;,7331,10830,1,0,0,FALSE
29,4,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,13299,0,1,1,FALSE
29,4,4,smallMultiples,2,2,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,18029,0,1,1,FALSE
29,4,4,smallMultiples,2,3,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,21492,0,1,1,FALSE
29,4,4,smallMultiples,2,4,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,25339,0,1,1,FALSE
29,4,4,smallMultiples,2,5,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,29665,0,1,1,FALSE
29,4,4,smallMultiples,2,6,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,34399,0,1,1,FALSE
29,4,4,smallMultiples,2,7,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,38791,0,1,1,FALSE
29,4,4,smallMultiples,2,8,scatterplots,scatterplots,scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;,7195,41471,1,0,0,FALSE
47,4,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1594,62289,0,1,1,FALSE
47,4,4,overlays,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1594,106391,1,0,0,FALSE
47,4,4,overlays,1,1,scatterplots,scatterplots,scatterplot-64;scatterplot-39;scatterplot-57;scatterplot-48;scatterplot-73;scatterplot-1;scatterplot-72;scatterplot-29;scatterplot-24;,1791,18133,0,1,1,FALSE
47,4,4,overlays,1,2,scatterplots,scatterplots,scatterplot-64;scatterplot-39;scatterplot-57;scatterplot-48;scatterplot-73;scatterplot-1;scatterplot-72;scatterplot-29;scatterplot-24;,1791,26365,0,1,1,FALSE
47,4,4,overlays,1,3,scatterplots,scatterplots,scatterplot-64;scatterplot-39;scatterplot-57;scatterplot-48;scatterplot-73;scatterplot-1;scatterplot-72;scatterplot-29;scatterplot-24;,1791,59271,1,0,0,FALSE
47,4,4,overlays,2,1,scatterplots,scatterplots,scatterplot-40;scatterplot-69;scatterplot-4;scatterplot-17;scatterplot-20;scatterplot-88;scatterplot-59;scatterplot-21;scatterplot-33;,1761,38531,1,0,0,FALSE
13,5,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,962,77097,0,1,1,FALSE
13,5,4,shadowMarkers,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,962,101548,0,1,1,FALSE
13,5,4,shadowMarkers,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,962,116592,0,1,1,FALSE
13,5,4,shadowMarkers,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,962,133402,1,0,0,FALSE
13,5,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-30;scatterplot-35;scatterplot-64;scatterplot-56;scatterplot-2;scatterplot-47;scatterplot-57;scatterplot-81;scatterplot-4;,931,49395,0,1,1,FALSE
13,5,4,shadowMarkers,1,2,scatterplots,scatterplots,scatterplot-30;scatterplot-35;scatterplot-64;scatterplot-56;scatterplot-2;scatterplot-47;scatterplot-57;scatterplot-81;scatterplot-4;,931,60533,0,1,1,FALSE
13,5,4,shadowMarkers,1,3,scatterplots,scatterplots,scatterplot-30;scatterplot-35;scatterplot-64;scatterplot-56;scatterplot-2;scatterplot-47;scatterplot-57;scatterplot-81;scatterplot-4;,931,86108,0,1,1,FALSE
13,5,4,shadowMarkers,1,4,scatterplots,scatterplots,scatterplot-30;scatterplot-35;scatterplot-64;scatterplot-56;scatterplot-2;scatterplot-47;scatterplot-57;scatterplot-81;scatterplot-4;,931,120482,0,1,1,FALSE
13,5,4,shadowMarkers,1,5,scatterplots,scatterplots,scatterplot-30;scatterplot-35;scatterplot-64;scatterplot-56;scatterplot-2;scatterplot-47;scatterplot-57;scatterplot-81;scatterplot-4;,931,129294,0,1,1,FALSE
13,5,4,shadowMarkers,1,6,scatterplots,scatterplots,scatterplot-30;scatterplot-35;scatterplot-64;scatterplot-56;scatterplot-2;scatterplot-47;scatterplot-57;scatterplot-81;scatterplot-4;,931,134514,1,0,0,FALSE
13,5,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-6;scatterplot-22;scatterplot-19;scatterplot-78;scatterplot-82;scatterplot-26;scatterplot-5;scatterplot-4;scatterplot-72;,1022,18211,0,1,1,FALSE
13,5,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-6;scatterplot-22;scatterplot-19;scatterplot-78;scatterplot-82;scatterplot-26;scatterplot-5;scatterplot-4;scatterplot-72;,1022,43750,0,1,1,FALSE
13,5,4,shadowMarkers,2,3,scatterplots,scatterplots,scatterplot-6;scatterplot-22;scatterplot-19;scatterplot-78;scatterplot-82;scatterplot-26;scatterplot-5;scatterplot-4;scatterplot-72;,1022,106480,0,1,1,FALSE
13,5,4,shadowMarkers,2,4,scatterplots,scatterplots,scatterplot-6;scatterplot-22;scatterplot-19;scatterplot-78;scatterplot-82;scatterplot-26;scatterplot-5;scatterplot-4;scatterplot-72;,1022,113718,0,1,1,FALSE
